rv_city,rv_price
milwaukee,$20495
milwaukee,$69995
milwaukee,$1
milwaukee,$1
milwaukee,$1
los angeles,$1825
san diego,$15995
houston,$26100
houston,$77825
houston,$31995
houston,$36995
houston,$39995
houston,$54995
houston,$64995
kansas city,$40
portland,$61665
fresno,$63603
phoenix,$30000
phoenix,$26400
phoenix,$26400
phoenix,$1
phoenix,$200
phoenix,$1
phoenix,$494
phoenix,$17000
phoenix,$269995
phoenix,$26400
phoenix,$19995
phoenix,$89900
phoenix,$79995
phoenix,$79995
phoenix,$89900
phoenix,$59995
phoenix,$19995
phoenix,$89995
phoenix,$49995
phoenix,$70000
phoenix,$19500
SF bay area,$14995
SF bay area,$1200
SF bay area,$17995
SF bay area,$24995
SF bay area,$15750
SF bay area,$60
SF bay area,$250
SF bay area,$24900
SF bay area,$99
SF bay area,$18000
SF bay area,$19150
SF bay area,$95
SF bay area,$225
SF bay area,$1500
SF bay area,$36999
SF bay area,$500
SF bay area,$19150
SF bay area,$999
SF bay area,$1099
austin,$41215
austin,$48333
austin,$35500
austin,$40995
austin,$34995
austin,$26995
austin,$42720
austin,$42898
austin,$37321
austin,$3498
san antonio,$39900
san antonio,$16411
san antonio,$1
san antonio,$12195
san antonio,$269
san antonio,$11988
san antonio,$17495
san antonio,$269
san antonio,$5995
san antonio,$269
san antonio,$19900
san antonio,$269
detroit metro,$60
detroit metro,$250
detroit metro,$250
detroit metro,$8695
detroit metro,$13495
detroit metro,$9995
detroit metro,$19895
detroit metro,$15795
detroit metro,$30999
detroit metro,$12995
detroit metro,$3995
detroit metro,$13495
detroit metro,$11795
detroit metro,$2895
detroit metro,$1850
detroit metro,$8695
detroit metro,$12995
detroit metro,$18395
detroit metro,$7995
detroit metro,$2895
raleigh,$150
raleigh,$1250
raleigh,$16000
raleigh,$21450
raleigh,$37995
raleigh,$30395
raleigh,$5295
raleigh,$8795
raleigh,$33995
raleigh,$575
raleigh,$2295
raleigh,$69995
raleigh,$90
raleigh,$2695
raleigh,$33995
raleigh,$39
raleigh,$37995
raleigh,$30
raleigh,$62995
raleigh,$26900
raleigh,$29995
denver,$12999
denver,$1
denver,$118999
denver,$9999
denver,$20999
denver,$12000
denver,$6500
denver,$20850
denver,$64995
denver,$11995
denver,$34995
denver,$62995
denver,$49995
denver,$39995
denver,$64995
denver,$96995
las vegas,$10995
las vegas,$39900
las vegas,$139500
las vegas,$69900
las vegas,$13500
las vegas,$5995
las vegas,$59995
las vegas,$49500
south florida,$2534
south florida,$18988
south florida,$12000
south florida,$2326
south florida,$2413
south florida,$299975
south florida,$3000
south florida,$3640
south florida,$2534
south florida,$2676
south florida,$6500
south florida,$8900
south florida,$50000
south florida,$760
south florida,$760
south florida,$1900
south florida,$1900
south florida,$27985
seattle,$26995
oklahoma city,$33990
oklahoma city,$33990
oklahoma city,$4750
oklahoma city,$24900
oklahoma city,$250
oklahoma city,$18000
oklahoma city,$139000
tulsa,$1200
tulsa,$23000
tulsa,$7400
tulsa,$1695
tulsa,$9500
tulsa,$29900
tulsa,$39900
tulsa,$2185
tulsa,$2425
tulsa,$2465
tulsa,$30
tulsa,$30
tulsa,$200
tulsa,$200
tulsa,$24895
tulsa,$6850
tulsa,$460
tulsa,$150
tulsa,$16879
tulsa,$39
minneapolis,$52500
minneapolis,$8900
minneapolis,$12495
minneapolis,$150
minneapolis,$40
minneapolis,$18995
minneapolis,$15995
minneapolis,$15995
minneapolis,$39995
minneapolis,$15199
minneapolis,$3900
minneapolis,$1
minneapolis,$50
minneapolis,$20731
minneapolis,$700
minneapolis,$13850
minneapolis,$125
minneapolis,$12900
minneapolis,$22999
minneapolis,$20
tucson,$36900
tucson,$12995
tucson,$24900
tucson,$1050
tucson,$1050
tucson,$50900
tucson,$26900
tucson,$33800
tucson,$69900
tucson,$57500
sacramento,$41950
sacramento,$9950
sacramento,$22995
sacramento,$79950
sacramento,$46950
sacramento,$19950
sacramento,$17888
sacramento,$40950
sacramento,$59950
sacramento,$39995
sacramento,$14900
sacramento,$18900
sacramento,$25900
sacramento,$26900
sacramento,$19900
sacramento,$20595
sacramento,$20595
atlanta,$1410
atlanta,$17875
atlanta,$1
atlanta,$795
atlanta,$2700
atlanta,$25988
atlanta,$2900
atlanta,$69
atlanta,$10896
atlanta,$1
atlanta,$31599
atlanta,$12995
atlanta,$5995
atlanta,$2300
atlanta,$4899
atlanta,$6995
atlanta,$750
atlanta,$46000
atlanta,$40000
atlanta,$35000
milwaukee,$12995
milwaukee,$300
milwaukee,$10995
milwaukee,$395
milwaukee,$879
milwaukee,$11000
milwaukee,$47988
milwaukee,$5495
milwaukee,$24588
milwaukee,$29995
milwaukee,$75
milwaukee,$13995
milwaukee,$15995
milwaukee,$30
milwaukee,$11995
milwaukee,$2269
milwaukee,$9995
milwaukee,$5995
milwaukee,$7495
milwaukee,$15995
los angeles,$165
los angeles,$1
los angeles,$14369
los angeles,$6995
los angeles,$920
los angeles,$1
los angeles,$1513
los angeles,$3295
los angeles,$1
los angeles,$165
los angeles,$10
los angeles,$120
los angeles,$1
los angeles,$199
los angeles,$3350
los angeles,$7600
san diego,$13995
san diego,$15
san diego,$6450
san diego,$2800
san diego,$255
san diego,$9750
san diego,$12900
san diego,$14500
san diego,$12900
san diego,$838000
san diego,$200
san diego,$10000
san diego,$93
san diego,$93
houston,$29995
houston,$31995
houston,$48333
houston,$37321
houston,$16650
houston,$19999
houston,$39995
houston,$37550
houston,$49995
houston,$39995
kansas city,$750
kansas city,$100
kansas city,$5000
kansas city,$7999
kansas city,$3095
kansas city,$4500
kansas city,$6650
kansas city,$11850
kansas city,$5325
kansas city,$28500
kansas city,$100
kansas city,$43500
kansas city,$4000
kansas city,$20075
kansas city,$2495
kansas city,$1
kansas city,$24995
kansas city,$21500
kansas city,$10395
kansas city,$49750
portland,$49900
portland,$69995
portland,$91160
portland,$79900
portland,$41474
portland,$48700
portland,$146727
portland,$43622
portland,$250
portland,$19995
portland,$94700
portland,$9750
portland,$34953
portland,$54700
portland,$83208
portland,$21500
portland,$38999
portland,$189900
portland,$47468
portland,$32987
fresno,$35419
fresno,$47738
fresno,$9000
fresno,$29000
fresno,$95
fresno,$200
fresno,$7900
fresno,$7900
fresno,$100
phoenix,$49900
phoenix,$19500
phoenix,$158
phoenix,$1
phoenix,$485
phoenix,$100
phoenix,$6950
phoenix,$8500
phoenix,$26400
phoenix,$4000
phoenix,$20000
phoenix,$26400
phoenix,$9995
phoenix,$22900
SF bay area,$1
SF bay area,$39500
SF bay area,$39500
SF bay area,$595
SF bay area,$39500
SF bay area,$170
SF bay area,$170
SF bay area,$18950
SF bay area,$33950
SF bay area,$33950
SF bay area,$33950
SF bay area,$32950
SF bay area,$18950
SF bay area,$32950
SF bay area,$18950
SF bay area,$1800
SF bay area,$480
SF bay area,$75
austin,$3498
austin,$5000
austin,$48900
austin,$150
austin,$9500
austin,$50
austin,$75
austin,$13500
austin,$65990
austin,$64590
austin,$64590
austin,$64590
austin,$64590
austin,$64590
austin,$9500
austin,$84990
austin,$15000
austin,$2500
austin,$11990
austin,$34990
san antonio,$139980
san antonio,$269
san antonio,$20695
san antonio,$349500
san antonio,$19800
san antonio,$104706
san antonio,$23250
san antonio,$59995
san antonio,$9999
san antonio,$6900
san antonio,$25200
san antonio,$4695
san antonio,$22995
san antonio,$269
san antonio,$1
detroit metro,$4900
detroit metro,$30999
detroit metro,$12995
detroit metro,$9995
detroit metro,$200
detroit metro,$79900
raleigh,$52000
raleigh,$33995
raleigh,$37995
raleigh,$400
raleigh,$19500
raleigh,$32995
raleigh,$24900
raleigh,$33995
raleigh,$37995
raleigh,$250
raleigh,$18000
raleigh,$6900
raleigh,$30000
raleigh,$150
raleigh,$32995
raleigh,$30
denver,$69995
denver,$400
denver,$32995
denver,$84995
denver,$29850
denver,$18850
denver,$24850
denver,$14850
denver,$14850
denver,$13850
denver,$3050
denver,$9850
denver,$6850
denver,$13850
denver,$16850
denver,$21888
denver,$19850
denver,$11850
denver,$26850
denver,$43000
las vegas,$7495
las vegas,$15000
las vegas,$9999
las vegas,$6000
las vegas,$7600
las vegas,$21999
las vegas,$16350
las vegas,$7295
las vegas,$49
las vegas,$44900
las vegas,$3800
las vegas,$10000
las vegas,$13647
las vegas,$44900
las vegas,$14900
las vegas,$9900
las vegas,$10000
las vegas,$5000
las vegas,$8950
las vegas,$6000
south florida,$26985
south florida,$3799
south florida,$1870
south florida,$4179
south florida,$4179
south florida,$3799
south florida,$3900
south florida,$4650
south florida,$3900
south florida,$1900
south florida,$106
south florida,$3035
south florida,$1900
seattle,$67236
seattle,$139442
seattle,$64909
seattle,$56995
seattle,$33995
seattle,$80995
seattle,$30995
seattle,$93167
seattle,$25995
seattle,$19900
seattle,$32995
omaha,$15988
tulsa,$12500
tulsa,$12500
tulsa,$12500
tulsa,$100
tulsa,$16900
tulsa,$9999
tulsa,$16900
tulsa,$489
tulsa,$285
tulsa,$22995
tulsa,$28995
tulsa,$1
minneapolis,$10400
minneapolis,$16584
minneapolis,$25000
minneapolis,$10000
minneapolis,$2150
minneapolis,$225
minneapolis,$275
minneapolis,$6500
minneapolis,$250
minneapolis,$20
minneapolis,$125
minneapolis,$100
minneapolis,$11000
minneapolis,$18500
minneapolis,$16500
minneapolis,$10495
minneapolis,$300
tucson,$74900
tucson,$78900
tucson,$7500
tucson,$56500
tucson,$500
tucson,$32400
tucson,$22146
tucson,$39900
tucson,$4500
tucson,$70
tucson,$4500
tucson,$100
tucson,$50000
tucson,$74995
tucson,$2595
tucson,$2000
tucson,$1295
tucson,$1065
tucson,$24900
tucson,$6905
sacramento,$29595
sacramento,$22950
sacramento,$31443
sacramento,$24995
sacramento,$17950
sacramento,$13900
sacramento,$7990
sacramento,$18900
sacramento,$25900
sacramento,$18900
sacramento,$19900
sacramento,$124990
sacramento,$37950
sacramento,$43950
sacramento,$22595
sacramento,$54950
sacramento,$53950
sacramento,$70995
sacramento,$9999
sacramento,$9900
atlanta,$800
atlanta,$5495
atlanta,$26000
atlanta,$10995
atlanta,$395
atlanta,$14475
atlanta,$27500
atlanta,$22500
atlanta,$5640
atlanta,$4450
milwaukee,$19995
milwaukee,$3495
milwaukee,$10995
milwaukee,$6860
milwaukee,$5975
milwaukee,$21995
milwaukee,$72900
milwaukee,$8000
milwaukee,$39988
milwaukee,$5995
milwaukee,$47988
milwaukee,$5995
milwaukee,$5690
milwaukee,$10495
los angeles,$6000
los angeles,$1
los angeles,$55
los angeles,$1825
los angeles,$10500
los angeles,$1
los angeles,$62
los angeles,$1
los angeles,$1
los angeles,$4990
los angeles,$165
los angeles,$920
los angeles,$1995
los angeles,$6420
los angeles,$8295
los angeles,$2925
los angeles,$6450
los angeles,$165
san diego,$93
san diego,$195
san diego,$3500
san diego,$105
san diego,$3595
san diego,$3695
san diego,$3000
san diego,$6995
san diego,$92000
san diego,$10
san diego,$3500
san diego,$29
san diego,$200
san diego,$300
san diego,$5995
san diego,$5995
san diego,$7495
san diego,$6495
san diego,$9495
kansas city,$4885
kansas city,$100
kansas city,$650
kansas city,$15400
kansas city,$35500
kansas city,$57000
kansas city,$5000
kansas city,$500
kansas city,$34581
kansas city,$5999
kansas city,$100
kansas city,$400
kansas city,$2425
kansas city,$25000
kansas city,$600
kansas city,$6300
kansas city,$6125
kansas city,$65999
portland,$27674
portland,$20995
portland,$39995
portland,$92200
portland,$20995
portland,$54516
portland,$26995
portland,$39995
portland,$219900
portland,$49676
portland,$12995
fresno,$12500
fresno,$25738
fresno,$63603
fresno,$28432
fresno,$100
fresno,$300
fresno,$27480
fresno,$55
fresno,$58973
fresno,$28138
fresno,$795
fresno,$40
fresno,$26427
fresno,$17851
fresno,$28468
fresno,$25495
SF bay area,$800
SF bay area,$4500
SF bay area,$6495
SF bay area,$5995
SF bay area,$8495
SF bay area,$6495
SF bay area,$8495
SF bay area,$7495
SF bay area,$8995
SF bay area,$7495
SF bay area,$7495
austin,$31990
austin,$49990
austin,$62990
austin,$49990
austin,$44990
austin,$79990
austin,$47990
austin,$74990
austin,$32990
austin,$39990
austin,$64990
san antonio,$149
san antonio,$10000
san antonio,$149
san antonio,$19500
san antonio,$19788
san antonio,$11900
san antonio,$12995
san antonio,$4195
san antonio,$10900
san antonio,$23500
raleigh,$7000
raleigh,$89
raleigh,$7000
raleigh,$33995
denver,$10291
denver,$150
denver,$3490
denver,$38999
denver,$21250
las vegas,$150
las vegas,$12000
las vegas,$12000
las vegas,$12000
south florida,$106
south florida,$1900
south florida,$8000
south florida,$4650
seattle,$24999
seattle,$82995
seattle,$82995
seattle,$82995
seattle,$82995
seattle,$82995
seattle,$54995
omaha,$9988
omaha,$39988
omaha,$57988
omaha,$10477
omaha,$43977
omaha,$16988
omaha,$15988
omaha,$15988
tulsa,$125
tulsa,$125
tulsa,$9450
minneapolis,$375
minneapolis,$115
minneapolis,$14599
minneapolis,$36098
minneapolis,$10000
minneapolis,$22499
minneapolis,$9500
minneapolis,$21499
minneapolis,$65000
minneapolis,$39995
tucson,$74900
tucson,$2295
tucson,$25900
tucson,$37600
tucson,$33800
tucson,$30500
tucson,$21400
sacramento,$24950
sacramento,$18950
sacramento,$30950
sacramento,$32950
sacramento,$52950
atlanta,$4450
atlanta,$3770
atlanta,$100
atlanta,$39935
milwaukee,$5395
milwaukee,$3895
milwaukee,$255
milwaukee,$13995
los angeles,$165
los angeles,$1619
los angeles,$5395
san diego,$11495
san diego,$14500
kansas city,$42999
kansas city,$23999
portland,$74700
portland,$22995
portland,$82002
portland,$24995
fresno,$28468
fresno,$25738
fresno,$125
fresno,$28995
austin,$42990
austin,$750
san antonio,$12500
san antonio,$90136
san antonio,$1980
san antonio,$55229
san antonio,$13200
san antonio,$2465
san antonio,$5270
raleigh,$37995
denver,$25000
denver,$4500
denver,$32000
denver,$2400
denver,$2600
denver,$2400
denver,$2900
denver,$5300
denver,$2400
denver,$13500
las vegas,$12000
las vegas,$13999
las vegas,$17000
las vegas,$7500
las vegas,$2000
las vegas,$14879
seattle,$54995
seattle,$22000
seattle,$82995
seattle,$54995
seattle,$47995
seattle,$10000
seattle,$26995
seattle,$99995
seattle,$18995
seattle,$4500
seattle,$29995
seattle,$16500
seattle,$5500
omaha,$21988
omaha,$23896
omaha,$28988
omaha,$17988
omaha,$35988
omaha,$19988
omaha,$18988
omaha,$17988
omaha,$35988
omaha,$28988
omaha,$28988
omaha,$59988
omaha,$14877
omaha,$18988
omaha,$65988
omaha,$11988
tulsa,$15775
tulsa,$29500
tulsa,$6575
tulsa,$2975
tulsa,$33000
tulsa,$15995
tulsa,$6500
tulsa,$26995
tulsa,$2235
tulsa,$4965
tulsa,$1285
tulsa,$31987
tulsa,$19775
minneapolis,$12500
minneapolis,$235000
minneapolis,$19900
minneapolis,$8500
minneapolis,$11350
minneapolis,$28900
minneapolis,$17500
minneapolis,$37649
minneapolis,$17998
minneapolis,$50
minneapolis,$60
minneapolis,$10
minneapolis,$47000
tucson,$1650
tucson,$2550
tucson,$57400
tucson,$1220
tucson,$1045
tucson,$2150
tucson,$62900
tucson,$1330
tucson,$2390
tucson,$4630
tucson,$48300
tucson,$29400
tucson,$33800
tucson,$31900
tucson,$69900
tucson,$89900
sacramento,$25995
sacramento,$39950
sacramento,$21595
sacramento,$47950
sacramento,$73950
sacramento,$30950
sacramento,$59950
sacramento,$35950
sacramento,$19950
sacramento,$13500
sacramento,$142900
sacramento,$45950
sacramento,$32950
sacramento,$18950
sacramento,$64995
sacramento,$39999
atlanta,$12995
atlanta,$3100
atlanta,$16650
atlanta,$2295
atlanta,$4875
atlanta,$4550
atlanta,$99
atlanta,$325
atlanta,$2125
atlanta,$24000
atlanta,$1
atlanta,$45900
atlanta,$1000
atlanta,$109995
atlanta,$77500
milwaukee,$1995
milwaukee,$10995
milwaukee,$7995
milwaukee,$47988
milwaukee,$41988
milwaukee,$57977
milwaukee,$6200
milwaukee,$4500
milwaukee,$18000
milwaukee,$24588
milwaukee,$26000
milwaukee,$1
milwaukee,$35
los angeles,$1619
los angeles,$638
los angeles,$2925
los angeles,$638
los angeles,$6450
los angeles,$2076
los angeles,$139000
los angeles,$10750
los angeles,$7995
los angeles,$7481
los angeles,$75
los angeles,$4995
los angeles,$3938
los angeles,$1
los angeles,$165
los angeles,$200
san diego,$4799
san diego,$1
san diego,$225
san diego,$10
san diego,$25429
san diego,$2100
san diego,$10
san diego,$34000
san diego,$79990
san diego,$65
san diego,$35000
san diego,$35
san diego,$35
san diego,$10
san diego,$219000
kansas city,$12499
kansas city,$12499
kansas city,$53999
kansas city,$14999
kansas city,$2295
kansas city,$11500
kansas city,$16999
kansas city,$6615
kansas city,$3695
kansas city,$57999
kansas city,$14495
kansas city,$65000
kansas city,$16499
kansas city,$27999
kansas city,$20999
kansas city,$21995
kansas city,$15995
kansas city,$5100
kansas city,$11995
portland,$1575
portland,$20995
portland,$3875
portland,$107400
portland,$93262
portland,$18995
portland,$34995
portland,$18995
portland,$33995
portland,$67400
portland,$85387
portland,$20995
portland,$94700
portland,$20995
fresno,$25987
fresno,$17851
fresno,$28138
fresno,$32973
fresno,$20995
fresno,$63603
fresno,$28138
fresno,$21995
fresno,$24425
fresno,$26618
fresno,$44983
fresno,$26987
san antonio,$1408
san antonio,$9450
san antonio,$58670
san antonio,$2715
san antonio,$12995
san antonio,$36822
san antonio,$79995
san antonio,$67237
san antonio,$30176
san antonio,$33896
san antonio,$82889
san antonio,$23756
denver,$3200
denver,$5300
denver,$3000
denver,$2600
denver,$2800
denver,$32995
denver,$32995
denver,$19000
denver,$119
seattle,$1500
seattle,$29500
seattle,$5500
seattle,$29500
seattle,$4500
seattle,$1500
seattle,$77995
seattle,$26995
seattle,$13995
seattle,$69995
seattle,$38995
seattle,$15900
seattle,$31900
omaha,$45988
omaha,$10
omaha,$21499
omaha,$16500
omaha,$21500
omaha,$71985
omaha,$18900
omaha,$5400
omaha,$1200
omaha,$6999
omaha,$16385
omaha,$44000
omaha,$500
omaha,$40000
omaha,$200
tulsa,$12000
tulsa,$6500
tulsa,$2700
tulsa,$6500
tulsa,$35000
tulsa,$2490
tulsa,$24500
tulsa,$350
tulsa,$350
tulsa,$35
tulsa,$3920
tulsa,$29477
tulsa,$86995
tulsa,$225
minneapolis,$6
minneapolis,$17900
minneapolis,$33999
minneapolis,$20650
minneapolis,$35000
minneapolis,$18995
minneapolis,$12900
minneapolis,$36098
minneapolis,$21000
minneapolis,$76000
minneapolis,$40
minneapolis,$25
minneapolis,$1200
minneapolis,$11600
tucson,$47900
tucson,$26980
tucson,$23900
tucson,$16900
tucson,$600
tucson,$39900
tucson,$64900
tucson,$57500
tucson,$30500
tucson,$8900
tucson,$299
tucson,$63087
tucson,$29900
tucson,$57400
tucson,$42500
tucson,$34220
tucson,$69500
tucson,$31900
sacramento,$29950
sacramento,$17995
sacramento,$20950
sacramento,$119950
sacramento,$54950
sacramento,$53950
sacramento,$67950
sacramento,$79950
sacramento,$20595
sacramento,$9995
sacramento,$125
sacramento,$39500
atlanta,$65000
atlanta,$8000
los angeles,$165
los angeles,$1
los angeles,$2291
los angeles,$5395
los angeles,$2036
los angeles,$1
los angeles,$3295
los angeles,$1
los angeles,$2925
los angeles,$2925
san diego,$350
san diego,$17000
san diego,$17000
san diego,$17000
san diego,$1
san diego,$6
san diego,$275
san diego,$11950
san diego,$11950
san diego,$11950
san diego,$11950
san diego,$11950
kansas city,$37499
kansas city,$9995
kansas city,$32999
kansas city,$5345
kansas city,$45999
kansas city,$10595
kansas city,$49999
kansas city,$17999
kansas city,$12050
kansas city,$14999
kansas city,$19995
kansas city,$57999
kansas city,$15999
kansas city,$9999
kansas city,$19499
portland,$20995
portland,$70659
portland,$72600
portland,$56999
portland,$16700
portland,$25
portland,$1200
portland,$80
portland,$13200
portland,$2
portland,$200
portland,$9000
fresno,$18995
fresno,$17851
fresno,$25713
fresno,$43393
fresno,$20995
fresno,$28468
fresno,$12995
fresno,$28738
fresno,$22370
fresno,$14395
fresno,$125
fresno,$8500
seattle,$47900
seattle,$23900
seattle,$16900
seattle,$29900
seattle,$59900
seattle,$18995
seattle,$19900
seattle,$31900
seattle,$59900
seattle,$16900
seattle,$24900
seattle,$47900
seattle,$19900
seattle,$19900
seattle,$7595
seattle,$29900
seattle,$24900
omaha,$3200
omaha,$2625
omaha,$3725
omaha,$4795
omaha,$5150
omaha,$2480
omaha,$4850
omaha,$1399
omaha,$3890
tulsa,$300
tulsa,$16500
tulsa,$3515
tulsa,$37995
tulsa,$14500
tulsa,$30
minneapolis,$15988
minneapolis,$19988
minneapolis,$299
minneapolis,$299
minneapolis,$20000
minneapolis,$5799
minneapolis,$15
minneapolis,$140
minneapolis,$140
tucson,$39900
tucson,$48300
tucson,$23900
tucson,$1859
tucson,$57500
tucson,$150
tucson,$62900
tucson,$9900
tucson,$55900
tucson,$65
tucson,$67360
tucson,$145
new orleans,$19999
sacramento,$23987
sacramento,$280
sacramento,$50
sacramento,$134900
sacramento,$52495
sacramento,$25500
sacramento,$73950
sacramento,$35995
sacramento,$1700
sacramento,$125
sacramento,$20
sacramento,$89995
sacramento,$11200
sacramento,$47500
sacramento,$159000
sacramento,$12
sacramento,$50
sacramento,$39800
atlanta,$65000
atlanta,$65000
atlanta,$13500
atlanta,$72000
atlanta,$38880
atlanta,$57000
atlanta,$87500
atlanta,$10500
atlanta,$6500
atlanta,$20000
atlanta,$65
atlanta,$2900
los angeles,$1619
los angeles,$25988
los angeles,$7500
los angeles,$25988
los angeles,$2925
los angeles,$6450
los angeles,$4990
los angeles,$7481
los angeles,$310
los angeles,$4990
los angeles,$4990
los angeles,$920
los angeles,$1513
los angeles,$1
los angeles,$1
los angeles,$2291
los angeles,$638
los angeles,$920
san diego,$11950
san diego,$25000
san diego,$11950
san diego,$150
san diego,$8250
san diego,$180
san diego,$13900
san diego,$8900
san diego,$2500
san diego,$3
san diego,$3
san diego,$325
san diego,$5500
san diego,$111
kansas city,$23999
kansas city,$4450
kansas city,$4750
kansas city,$3450
kansas city,$4450
kansas city,$49999
kansas city,$11999
kansas city,$44999
kansas city,$1285
kansas city,$10999
kansas city,$9999
kansas city,$28945
kansas city,$19999
kansas city,$47550
kansas city,$39977
kansas city,$25880
kansas city,$8999
portland,$144600
portland,$199
portland,$9800
fresno,$4000
fresno,$47738
fresno,$20995
fresno,$17995
fresno,$27208
fresno,$12995
fresno,$58973
fresno,$28738
fresno,$26438
fresno,$28138
fresno,$63603
fresno,$25288
fresno,$26427
fresno,$14395
fresno,$14395
seattle,$59900
seattle,$15900
seattle,$31900
seattle,$19900
seattle,$16900
seattle,$23900
seattle,$29900
seattle,$24900
seattle,$19900
seattle,$47900
seattle,$59900
seattle,$24900
seattle,$23900
seattle,$26400
seattle,$26995
seattle,$20995
seattle,$129888
seattle,$195000
seattle,$169900
omaha,$6740
omaha,$9120
omaha,$4825
omaha,$2875
omaha,$27000
omaha,$6995
omaha,$15988
omaha,$35000
omaha,$45995
omaha,$125
omaha,$22000
omaha,$24250
omaha,$67000
omaha,$21499
omaha,$80000
omaha,$34294
omaha,$9000
omaha,$36989
omaha,$51989
omaha,$71985
tulsa,$26871
tulsa,$43455
tulsa,$73589
tulsa,$25448
tulsa,$20
tulsa,$30
tulsa,$34998
tulsa,$34900
tulsa,$44900
tulsa,$62900
tulsa,$43900
tulsa,$39900
tulsa,$16500
tulsa,$16500
tulsa,$14990
tulsa,$15668
tulsa,$19500
tulsa,$7000
minneapolis,$140
minneapolis,$140
tucson,$69900
tucson,$45
tucson,$20
tucson,$22900
tucson,$1280
tucson,$69500
tucson,$31900
tucson,$1610
tucson,$750
tucson,$1220
new orleans,$50
new orleans,$134500
new orleans,$37750
new orleans,$29900
new orleans,$31900
new orleans,$26746
new orleans,$11000
new orleans,$320
new orleans,$90
new orleans,$1200
new orleans,$1000
new orleans,$400
new orleans,$10
new orleans,$1200
new orleans,$24939
new orleans,$115234
new orleans,$47900
new orleans,$29858
new orleans,$395
sacramento,$39800
sacramento,$12
sacramento,$22
sacramento,$15500
sacramento,$27588
los angeles,$18050
kansas city,$2640
kansas city,$15500
fresno,$21995
fresno,$36843
fresno,$37978
fresno,$21995
fresno,$26618
fresno,$25495
fresno,$4000
fresno,$25208
fresno,$28468
fresno,$28738
fresno,$25738
seattle,$93888
seattle,$89800
seattle,$21995
seattle,$24995
omaha,$5400
omaha,$2400
omaha,$2900
omaha,$3000
omaha,$17988
omaha,$19988
omaha,$28988
new orleans,$113772
new orleans,$75924
new orleans,$67955
new orleans,$21906
new orleans,$45200
new orleans,$18802
new orleans,$24697
new orleans,$17606
new orleans,$18900
new orleans,$49533
new orleans,$20588
new orleans,$75654
new orleans,$37900
new orleans,$24891
new orleans,$73840
new orleans,$4000
new orleans,$2000
new orleans,$100
new orleans,$8599
fresno,$25495
fresno,$20995
fresno,$25987
fresno,$24595
fresno,$28138
fresno,$35274
fresno,$26618
fresno,$18995
fresno,$27208
fresno,$18995
fresno,$26987
fresno,$47738
fresno,$25288
fresno,$58973
fresno,$35419
fresno,$17851
new orleans,$150
new orleans,$8000
new orleans,$275
new orleans,$100
new orleans,$2030
new orleans,$60
new orleans,$4977
new orleans,$2530
new orleans,$2000
new orleans,$15000
new orleans,$10999
new orleans,$9600
new orleans,$2000
new orleans,$51500
new orleans,$20000
new orleans,$80000
new orleans,$100
new orleans,$675
new orleans,$300
new orleans,$1
las vegas,$29995
south florida,$1900
nashville,$5999
houston,$39995
dallas,$15995
cleveland,$110
SF bay area,$5495
raleigh,$1
wichita,$49977
new orleans,$56788
new orleans,$8000
new orleans,$1
new orleans,$19000
new orleans,$44900
new orleans,$9000
new orleans,$6000
new orleans,$26500
new orleans,$23000
new orleans,$692
new orleans,$25959
new orleans,$2999
new orleans,$35
new orleans,$2999
las vegas,$48292
las vegas,$36975
las vegas,$19000
las vegas,$12900
las vegas,$8500
las vegas,$20
las vegas,$175
las vegas,$145
las vegas,$54750
las vegas,$27500
las vegas,$97000
las vegas,$35
las vegas,$4995
las vegas,$45995
las vegas,$39995
las vegas,$18900
las vegas,$11900
las vegas,$16450
las vegas,$59995
south florida,$4650
south florida,$1
south florida,$25500
south florida,$70000
south florida,$182000
south florida,$3799
south florida,$7500
south florida,$3500
south florida,$3176
south florida,$1900
south florida,$3900
south florida,$2000
south florida,$4650
south florida,$1900
south florida,$34900
south florida,$3900
south florida,$1900
south florida,$4499
south florida,$1900
nashville,$15999
houston,$42720
houston,$39995
houston,$1645
houston,$31309
houston,$17900
houston,$23400
houston,$26800
houston,$13626
houston,$27995
houston,$35995
houston,$46315
houston,$48541
houston,$36038
houston,$43229
houston,$34995
houston,$32900
houston,$31309
houston,$41215
dallas,$1200
dallas,$1500
dallas,$24997
dallas,$169998
dallas,$250
dallas,$25
dallas,$16995
dallas,$64999
dallas,$180
dallas,$140
dallas,$180
dallas,$180
dallas,$13900
dallas,$6200
cleveland,$10999
cleveland,$4
cleveland,$80
cleveland,$20
cleveland,$85
cleveland,$25
cleveland,$20
cleveland,$5
cleveland,$15
cleveland,$50
cleveland,$10
cleveland,$40
cleveland,$3050
cleveland,$13900
cleveland,$8999
cleveland,$200
cleveland,$38500
cleveland,$4799
cleveland,$295
cleveland,$4899
SF bay area,$40
SF bay area,$19150
SF bay area,$19350
SF bay area,$26000
SF bay area,$1
SF bay area,$225
SF bay area,$100
SF bay area,$50
SF bay area,$125
SF bay area,$39000
SF bay area,$135
SF bay area,$135
SF bay area,$100
SF bay area,$125
SF bay area,$2500
SF bay area,$30
SF bay area,$6500
SF bay area,$6800
SF bay area,$2995
raleigh,$1
raleigh,$1
raleigh,$1
raleigh,$30
raleigh,$20
raleigh,$15299
raleigh,$500
raleigh,$32995
raleigh,$4000
raleigh,$14799
raleigh,$18499
